HEDRES	CULTPOS	WEALTH	PARED	HISEI
0.45	-0.49	-0.30	0.98	1.61
-0.05	0.48	0.48	0.98	-0.80
-1.60	0.14	-0.63	-0.36	-0.64
-0.63	-1.11	-0.81	1.43	0.04
0.45	0.67	0.64	-0.36	-0.64
1.57	0.10	0.84	-0.36	-0.42
-0.74	-1.58	-0.75	0.53	0.04
0.20	0.03	1.17	0.53	-0.69
1.57	0.67	0.92	-1.25	0.04
-0.39	0.48	-0.52	0.98	-0.58
1.57	1.06	0.54	-0.36	-0.31
0.45	0.03	0.85	-0.36	1.61
1.57	2.89	1.82	1.43	-1.30
1.57	0.80	0.61	1.43	2.27
-0.39	-1.58	-0.55	-0.36	-0.58
0.45	0.01	1.40	-0.36	-0.64
0.07	-1.58	-0.34	1.43	-0.64
0.57	-0.19	0.05	-1.25	0.73
1.14	1.13	0.74	-0.36	0.73
0.03	0.03	0.40	1.43	-0.42
-0.28	1.06	-1.45	-1.25	-0.69
-0.39	-1.58	0.03	-1.48	0.04
-0.52	0.33	-0.39	-0.36	0.04
-1.04	-1.58	-1.74	0.53	-1.30
0.45	0.43	0.99	1.43	0.07
-0.39	-1.58	-1.03	-1.25	0.04
-1.20	-0.10	-1.66	0.98	-1.30
0.03	0.03	-0.02	0.98	-1.30
-0.39	-1.14	-0.78	-1.25	0.04
-0.74	-0.11	-1.16	-0.36	-1.30
-1.04	-0.19	-1.66	-1.25	-1.30
-0.39	0.59	0.06	-0.36	1.56
-1.14	-0.19	-1.18	0.53	-1.30
-1.14	-1.58	0.07	0.53	-1.08
-3.34	-1.58	-3.23	0.53	-0.53
0.45	0.78	0.33	-1.48	-0.09
-0.39	0.33	0.06	0.53	-0.47
0.57	1.06	0.41	-1.25	-0.64
1.57	2.89	0.35	-0.36	0.04
1.14	0.10	0.81	1.43	-0.09
-0.74	-1.58	-1.40	0.98	-1.30
-0.10	-1.58	-0.39	0.53	-0.69
-1.04	-1.11	-2.23	-1.48	-0.69
-0.74	0.33	-0.81	-1.25	0.04
0.45	0.48	0.64	0.98	0.18
1.57	0.78	0.58	1.43	0.04
1.57	1.05	1.15	0.53	1.61
1.57	-0.10	0.46	-0.36	0.04
0.57	-0.24	0.44	-1.25	1.23
1.57	1.26	0.74	1.43	-0.42
-0.10	0.33	-0.35	-1.25	-1.30
0.03	0.03	0.02	0.01	0.04
0.57	0.08	-0.67	-0.36	-0.80
1.14	0.03	0.69	-1.25	1.56
0.03	0.03	0.02	0.01	0.04
0.57	1.57	0.74	-0.36	-0.26
1.57	1.26	1.00	-0.36	0.04
0.60	0.41	0.46	1.43	2.27
1.57	-0.39	0.87	-0.36	0.29
-0.52	-1.58	0.16	0.98	-1.30
0.45	0.18	0.66	1.43	1.67
-0.74	1.26	-0.38	0.53	1.56
-0.10	-0.17	-0.59	0.53	-1.19
-0.39	0.33	-0.59	-0.36	0.04
-0.10	0.31	-0.11	-1.25	-1.30
0.45	-1.11	0.23	0.98	-0.69
0.45	0.66	-0.23	0.53	-0.64
-0.74	0.31	1.28	-0.36	-0.04
1.57	0.08	0.58	-1.25	-0.26
1.57	-0.10	0.27	-1.25	-1.13
-0.74	-1.58	-1.35	0.53	0.04
-1.06	0.39	-0.83	0.53	-0.58
-0.76	-0.19	-0.98	-0.36	-1.30
-0.10	-0.19	-0.30	-1.25	0.04
1.14	-1.58	-0.13	-1.25	-1.08
-3.34	-1.58	-3.21	-1.25	-0.31
-0.39	0.67	-0.60	-0.36	-0.42
0.72	0.24	0.21	-1.25	-0.64
-2.20	-0.19	-2.12	-0.36	-1.30
-2.04	-1.58	-1.55	0.53	-0.42
-1.37	-1.58	-1.83	0.53	-0.64
0.45	-0.05	0.64	-1.25	0.04
-1.14	0.33	-1.02	-0.36	-0.58
1.57	0.28	0.01	1.43	1.61
-0.10	0.33	-0.09	0.53	-0.47
-0.43	-0.49	0.52	0.53	0.04
-0.10	-1.58	0.68	-0.36	-0.42
0.57	0.48	0.25	0.53	0.40
-0.74	-1.58	-0.62	0.53	0.40
0.45	1.06	-0.20	-1.25	-0.58
-0.74	-1.11	-0.67	-1.25	-0.64
-1.04	-1.11	-1.55	-1.25	-1.13
-0.99	-1.58	-0.29	-1.25	-1.30
-0.74	1.06	-0.14	0.53	-0.47
0.45	-1.58	-0.07	-0.36	-0.09
-0.41	-1.58	0.09	-1.25	0.40
-0.67	-0.39	-0.43	-1.25	-0.53
-0.72	0.90	1.00	0.98	-0.26
1.57	-1.58	0.86	0.53	-0.42
-0.74	0.67	0.80	0.53	-0.97
-0.10	0.33	-0.22	-1.25	-0.69
-0.02	0.74	0.73	-1.25	0.04
1.57	-0.10	0.62	0.98	-0.36
-0.69	-1.58	-0.81	-1.25	-0.26
0.07	-0.52	-0.28	-1.48	0.40
-0.12	0.33	-0.22	0.53	1.45
0.03	-0.66	-0.73	-0.36	1.23
-0.39	-1.58	-0.12	-1.48	-0.04
-0.08	0.59	0.15	-1.25	-0.80
0.45	0.18	0.27	-0.36	-0.36
1.07	0.03	-0.14	1.43	-0.42
-0.08	-1.58	1.34	-0.36	0.04
-0.12	0.03	0.14	-1.25	-0.31
0.45	0.33	0.72	-0.36	-0.42
-0.99	-0.19	-1.41	-0.36	0.04
0.28	0.03	0.63	0.53	2.27
0.03	0.10	-0.72	0.98	0.40
-0.26	0.39	0.73	1.43	-0.26
1.57	0.48	-0.01	-0.36	0.04
-0.72	0.59	-0.01	0.98	0.04
0.07	0.33	-0.60	-0.36	-0.58
-0.10	0.69	2.02	0.53	0.04
-0.39	0.41	-0.65	-0.36	0.07
0.57	0.50	1.19	0.53	2.00
1.57	1.06	-0.29	-0.36	-1.13
-0.10	0.10	0.05	1.43	2.27
-0.10	-1.11	0.54	-1.25	-1.13
-0.69	-1.58	-0.83	0.98	-0.36
-0.39	0.33	-1.01	-0.36	-0.80
1.57	-1.58	0.37	1.43	0.90
1.57	0.78	-0.81	1.43	0.90
0.57	-0.08	0.10	-0.36	0.04
-0.10	0.67	0.22	0.53	1.83
0.45	0.43	1.99	1.43	1.94
0.45	0.91	0.39	-0.36	0.04
0.60	-0.08	-0.37	-1.25	-0.53
-3.34	-1.58	-1.55	-0.36	0.04
1.57	0.41	-0.30	-1.25	-0.58
0.45	1.06	0.77	0.53	0.04
1.57	0.03	0.53	0.53	-0.69
-0.74	-0.24	-0.45	0.53	-0.31
-0.10	-1.11	0.30	1.43	-0.04
-0.10	-0.19	-0.26	-1.25	0.04
-1.60	0.67	-0.25	0.53	-0.04
0.45	0.66	0.60	0.53	-0.86
0.57	-1.58	-0.60	1.43	-0.42
0.72	-1.58	0.03	0.53	0.04
0.57	-0.15	-0.15	-1.25	-0.42
